"name","online_order","book_table","rate","votes","location","rest_type","dish_liked","cuisines","approx_cost.for.two.people.","listed_in.type.","listed_in.city."
"The Biere Club","Yes","Yes",4.3,3484,"Lavelle Road","Pub, Microbrewery","Wheat Beer","Continental, BBQ, Finger Food","1,700","Pubs and bars","Brigade Road"
"SkyDeck By Sherlock's","No","Yes",4.2,1418,"MG Road","Pub, Casual Dining","Salad","Continental, Chinese, Finger Food, North Indian","1,500","Pubs and bars","Brigade Road"
"1Q1","No","Yes",4.3,595,"Infantry Road","Casual Dining, Bar","Cocktails","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","2,500","Pubs and bars","Brigade Road"
"RockSalt","Yes","Yes",4.4,484,"St. Marks Road","Bar, Casual Dining","Roti","Modern Indian","1,900","Pubs and bars","Brigade Road"
"Mainland China","Yes","Yes",4.5,1394,"Church Street","Casual Dining, Bar","Hunan Tofu","Chinese, Momos","1,700","Pubs and bars","Brigade Road"
"Tree Tops Bar & Kitchen","No","Yes",4.4,108,"Lavelle Road","Casual Dining, Bar","Pasta","North Indian, Chinese, Continental, Italian","1,000","Pubs and bars","Brigade Road"
"The Spice Bazaar","No","Yes",4.2,332,"Lavelle Road","Casual Dining, Bar","Brownie","North Indian, Mughlai","1,000","Pubs and bars","Brigade Road"
"Easy Tiger","No","No",4.3,2240,"Church Street","Bar, Casual Dining","Peri Peri Chicken","Finger Food, Continental","1,100","Pubs and bars","Brigade Road"
"Capri Gastrobar","No","Yes",4.3,284,"St. Marks Road","Bar, Casual Dining","Cocktails","Mediterranean, Italian, Asian","1,200","Pubs and bars","Brigade Road"
"Bangalore Pub Exchange","No","Yes",4.1,209,"MG Road","Pub, Casual Dining","Pizza","Continental, Finger Food, Pizza, North Indian","1,000","Pubs and bars","Brigade Road"
"The Open Box","Yes","Yes",4.2,2270,"St. Marks Road","Casual Dining, Bar","Mocktails","European, North Indian, Mediterranean, Asian, Salad","1,400","Pubs and bars","Brigade Road"
"Russh Gastropub","No","No",4.2,1279,"Church Street","Pub","Cocktails","Continental, Italian, Burger","1,100","Pubs and bars","Brigade Road"
"The Rice Bowl","Yes","Yes",4.3,500,"Lavelle Road","Casual Dining, Bar","Rice Bowl","Chinese, Momos","1,300","Pubs and bars","Brigade Road"
"Carnival de Goa","Yes","Yes",4.2,980,"Ulsoor","Casual Dining, Bar","Sea Food","Goan, Mangalorean, Pizza","1,000","Pubs and bars","Brigade Road"
"20 Feet High","Yes","Yes",4,932,"Church Street","Casual Dining, Bar","Burgers","American, Continental, Steak, Salad","1,000","Pubs and bars","Brigade Road"
"Amber Rush Restobar","No","Yes",4.1,93,"Residency Road","Pub","Cocktails","Continental, Chinese, Fast Food","1,000","Pubs and bars","Brigade Road"
"Coconut Grove","No","Yes",3.9,680,"Church Street","Casual Dining, Bar","Beer","South Indian, Chettinad, Kerala, Seafood","1,200","Pubs and bars","Brigade Road"
"Smaaash","No","Yes",4.2,538,"MG Road","Casual Dining, Pub","Pizza","North Indian, Pizza, Chinese","1,500","Pubs and bars","Brigade Road"
"Riwaz - The Ritz-Carlton","No","Yes",4.1,270,"Residency Road","Fine Dining, Bar","Tandoori Broccoli","North Indian","4,000","Pubs and bars","Brigade Road"
"The Grill House","Yes","Yes",4.1,765,"Ulsoor","Casual Dining, Bar","Steak","American, Mexican, Italian, Steak","1,200","Pubs and bars","Brigade Road"
"Chin Lung Resto Bar","No","No",3.9,378,"Residency Road","Bar","Masala Peanuts","North Indian, Chinese, Fast Food","1,000","Pubs and bars","Brigade Road"
"Puran da Dhaba - The Pride Hotel","Yes","No",4,162,"Richmond Road","Casual Dining, Bar","Paneer Tikka","North Indian","1,700","Pubs and bars","Brigade Road"
"Ging - Royal Orchid Central","Yes","Yes",4.3,225,"MG Road","Bar, Casual Dining","Paneer Satay","Asian","2,000","Pubs and bars","Brigade Road"
"Fuel Resto Bar","No","No",4.2,38,"Richmond Road","Bar","Cocktails","Finger Food, Mediterranean, North Indian","2,000","Pubs and bars","Brigade Road"
"The Lantern Restaurant & Bar - The Ritz-Carlton...","No","Yes",4.4,424,"Residency Road","Fine Dining, Bar","Dumplings","Chinese","3,500","Pubs and bars","Brigade Road"
"Bootlegger","No","No",4.1,1543,"Lavelle Road","Pub","Beer","Continental, Steak","1,200","Pubs and bars","Brigade Road"
"Tiger Trail - Ramada Hotel","Yes","Yes",4,188,"Shivajinagar","Casual Dining, Bar","Biryani","North Indian, Lucknowi","1,300","Pubs and bars","Brigade Road"
"Matsuri - The Chancery Hotel","No","Yes",4.4,183,"Lavelle Road","Casual Dining, Bar","Squid Rings","Japanese","1,800","Pubs and bars","Brigade Road"
"EatWater","Yes","No",4.2,121,"Lavelle Road","Casual Dining, Bar","Saffron Pilaf","North Eastern","1,000","Pubs and bars","Brigade Road"
"Fort Kochi","No","Yes",4.1,335,"MG Road","Casual Dining, Bar","Sea Food","Kerala, Seafood","1,800","Pubs and bars","Brigade Road"
"Chugg","No","Yes",3.9,747,"Church Street","Pub","Beer","Finger Food, Continental, Asian, North Indian","1,500","Pubs and bars","Brigade Road"
"Scottish Pub","No","No",3.9,191,"St. Marks Road","Bar","Wine","Finger Food","600","Pubs and bars","Brigade Road"
"WYT RestroPub","No","No",2.7,402,"MG Road","Pub","Tandoori Chicken","North Indian, Chinese","1,000","Pubs and bars","Brigade Road"
"ThrowBack - Pub & Dine","No","No",3.9,234,"Langford Town","Bar, Casual Dining","Cocktails","Italian, North Indian, Continental","1,000","Pubs and bars","Brigade Road"
"South Parade - The Chancery Hotel","No","No",3.1,120,"Lavelle Road","Casual Dining, Bar","Breakfast Buffet","North Indian, Continental, Chinese","1,200","Pubs and bars","Brigade Road"
"Downtown","No","No",3.7,293,"Residency Road","Pub","Beer","North Indian, Continental","1,000","Pubs and bars","Brigade Road"
"Aqua - The Park Bangalore","No","Yes",4,196,"MG Road","Lounge, Bar","Cocktails","North Indian, Mediterranean, Chinese","3,000","Pubs and bars","Brigade Road"
"Strikers Sports Bar and Music","No","Yes",3.8,73,"Shanti Nagar","Bar","Beer","Continental, North Indian, Chinese","1,200","Pubs and bars","Brigade Road"
"Atomic Lab","No","No",3.5,53,"Lavelle Road","Casual Dining, Bar","Cocktails","Asian, North Indian, Continental","1,800","Pubs and bars","Brigade Road"
"Retro Lounge Bar","No","Yes",3.8,108,"Ulsoor","Bar","Pepper Prawns","North Indian, Chinese","1,400","Pubs and bars","Brigade Road"
"Mighty Small","No","No",4.1,259,"MG Road","Casual Dining, Bar","Mocktails","Continental, Chinese","1,200","Pubs and bars","Brigade Road"
"White Plate","No","Yes",4.2,258,"MG Road","Casual Dining, Bar","Cocktails","Thai, Continental, North Indian","1,500","Pubs and bars","Brigade Road"
"Nandhini Paradise","No","Yes",3.6,277,"St. Marks Road","Casual Dining, Bar","Murgh Ghee Roast","Andhra, Chinese, North Indian","800","Pubs and bars","Brigade Road"
"Hammered","Yes","Yes",4.7,4657,"Cunningham Road","Pub, Cafe","Crispy Corn","North Indian, Thai, Japanese, Continental, Cafe","1,300","Pubs and bars","Brigade Road"
"Onesta","Yes","Yes",4.3,840,"Brookefield","Casual Dining, Cafe","Pasta","Pizza, Cafe, Italian","600","Buffet","Brookefield"
"Imperio Restaurant","Yes","Yes",4.2,767,"Brookefield","Casual Dining","Hyderabadi Biryani","North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages","700","Buffet","Brookefield"
"Zaica Dine & Wine","Yes","Yes",3.8,818,"Brookefield","Casual Dining, Bar","Lemon Chicken","North Indian","750","Buffet","Brookefield"
"AB's - Absolute Barbecues","No","Yes",4.8,2882,"Whitefield","Casual Dining","Mutton Roganjosh","European, Mediterranean, North Indian, BBQ","1,600","Buffet","Brookefield"
"Flechazo","No","Yes",4.9,2745,"Whitefield","Casual Dining","Pizza","Asian, Mediterranean, North Indian, BBQ","1,400","Buffet","Brookefield"
"Ji Hazoor","Yes","Yes",4,2807,"Whitefield","Casual Dining, Bar","Chicken Salad","Mughlai, North Indian, Biryani, Afghan","1,100","Buffet","Brookefield"
"HQ","No","Yes",4.1,460,"Whitefield","Casual Dining, Bar","Mocktails","North Indian, Italian, Finger Food, Continental","1,000","Buffet","Brookefield"
"The Terrace at Windmills Craftworks","No","No",4.1,450,"Whitefield","Casual Dining","Beer","North Indian","1,800","Buffet","Brookefield"
"Mainland China","Yes","Yes",4.7,1512,"Whitefield","Casual Dining","Jumbo Prawns","Chinese, Momos","1,700","Buffet","Brookefield"
"Bufferia","No","Yes",4,345,"Marathahalli","Casual Dining, Bar","Crispy Corn","Asian, Continental, European, Mediterranean","1,500","Buffet","Brookefield"
"Kava Kitchen & Bar - Fairfield by Marriott","No","No",3.9,69,"Whitefield","Casual Dining, Bar","Dal Halwa","North Indian, South Indian, Continental, American, Asian","1,200","Buffet","Brookefield"
"M Cafe - Bengaluru Marriott Hotel Whitefield","No","Yes",4.1,821,"Whitefield","Fine Dining","Rasmalai","North Indian, American, Italian","2,500","Buffet","Brookefield"
"The Square Table","Yes","Yes",4.2,560,"Whitefield","Casual Dining","Kadhai Murgh","North Indian, Maharashtrian, South Indian","1,000","Buffet","Brookefield"
"Marigold Fine Dine Restaurant","No","Yes",4,288,"Whitefield","Casual Dining","Chicken Satay","Continental, Asian","1,500","Buffet","Brookefield"
"Tiffin Room - Miraya Hotel & Residences","No","Yes",3.8,137,"Whitefield","Fine Dining","Chicken Curry","North Indian, South Indian, Asian","2,000","Buffet","Brookefield"
"Flavours Radha Hometel","No","Yes",3.5,185,"Whitefield","Casual Dining","Salads","North Indian, Continental, Chinese, South Indian","800","Buffet","Brookefield"
"Zodiac","No","No",3.6,62,"Whitefield","Casual Dining","Lunch Buffet","Italian, Mexican, Mediterranean, North Indian, Continental","1,500","Buffet","Brookefield"
"M Bar - Bengaluru Marriott Hotel Whitefield","No","No",3.9,75,"Whitefield","Fine Dining, Bar","Rooftop Ambience","Finger Food","2,000","Buffet","Brookefield"
"Citrus Cafe - Lemon Tree Hotel","No","No",3.8,118,"Whitefield","Casual Dining","Breakfast Buffet","North Indian, Continental, South Indian, Asian","1,900","Buffet","Brookefield"
"Keys Cafe - Keys Hotel","No","No",2.8,161,"Whitefield","Casual Dining, Bar","Salads","Chinese, Continental, North Indian","1,200","Buffet","Brookefield"
"Southern Spice","No","Yes",3,83,"Whitefield","Casual Dining","Raita","South Indian","1,200","Buffet","Brookefield"
"Paprica","Yes","No",2.6,118,"Marathahalli","Casual Dining, Bar","Mocktails","North Indian, Chinese","1,200","Buffet","Brookefield"
"Elements - Mapple Express","No","No",2.9,51,"Whitefield","Casual Dining","Noodles","North Indian, Chinese, Fast Food","600","Buffet","Brookefield"
"Mega Bite","No","Yes",3.6,54,"Whitefield","Casual Dining","Breakfast Buffet","North Indian, Chinese, South Indian, Continental","1,100","Buffet","Brookefield"
"Breads and Banter","No","Yes",4.2,65,"Brookefield","Cafe, Bakery","Tea","Cafe, Bakery, Fast Food","400","Cafes","Brookefield"
"Onesta","Yes","Yes",4.3,840,"Brookefield","Casual Dining, Cafe","Pasta","Pizza, Cafe, Italian","600","Cafes","Brookefield"
"Chai Galli","Yes","No",4.2,819,"Brookefield","Cafe","Tea","Cafe, Street Food","300","Cafes","Brookefield"
"Mugs N Burgers","Yes","Yes",4,130,"Brookefield","Cafe","Burgers","Cafe, Burger, Chinese, Fast Food, Beverages","600","Cafes","Brookefield"
"Refresh","Yes","Yes",3.2,501,"Brookefield","Cafe","Poha","Cafe, Beverages","500","Cafes","Brookefield"
"Madouk Cafe","No","No",4,72,"Brookefield","Cafe","Shawarma","Cafe","500","Cafes","Brookefield"
"Biggies Burger 'n' More","Yes","No",4,293,"Brookefield","Quick Bites","Burgers","Cafe, Burger, Beverages","650","Cafes","Brookefield"
"Cafe Coffee Day","No","No",2.3,30,"Brookefield","Cafe","Coffee","Cafe, Fast Food","900","Cafes","Brookefield"
"An Egg Story","No","No",4.1,701,"Brookefield","Cafe","Healthy Breakfast","Cafe, Continental, American, Italian","600","Cafes","Brookefield"
"Bloomsbury's Global Kitchen & Bakehouse","Yes","Yes",4.5,733,"Whitefield","Cafe, Dessert Parlor","Pizza","American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza","900","Cafes","Brookefield"
"Enchanted Garden","Yes","Yes",4.3,330,"Whitefield","Casual Dining, Cafe","Burgers","North Indian, Continental, Italian, Cafe","1,400","Cafes","Brookefield"
"Cafe Palmyra","No","Yes",4.2,500,"Whitefield","Casual Dining, Cafe","Club Sandwich","Chinese, North Indian, Continental, Cafe","2,000","Cafes","Brookefield"
"Cafe Thulp","Yes","No",3.4,54,"ITPL Main Road, Whitefield","Cafe","Burgers","Cafe, Burger, Italian, Salad","1,000","Cafes","Brookefield"
"Oregano Soul Food","Yes","No",4.1,142,"Whitefield","Cafe","Sandwiches","Cafe","700","Cafes","Brookefield"
"The Chocolate Heaven","Yes","No",3.1,175,"Whitefield","Dessert Parlor, Quick Bites","Waffles","Desserts, Cafe","600","Cafes","Brookefield"
"Chai Mania","Yes","No",2.8,67,"Marathahalli","Cafe","Ginger Tea","Cafe, Tea, Beverages","300","Cafes","Brookefield"
"Whitefield Baking Company - Bengaluru Marriott Hotel...","No","No",3.9,57,"Whitefield","Bakery, Cafe","Coffee","Bakery, Cafe","400","Cafes","Brookefield"
"Spice Boulevard","No","No",3.9,90,"Whitefield","Cafe","Sandwich","Cafe, Continental, Chinese","700","Cafes","Brookefield"
"Empire Restaurant","Yes","No",3.5,156,"Varthur Main Road, Whitefield","Takeaway, Delivery","Roti","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages","400","Delivery","Brookefield"
"Midnight Mania","Yes","No",3.8,599,"Marathahalli","Delivery","Veggie Pizza","Pizza, Italian, Beverages","700","Delivery","Brookefield"
"Buddha Treats","Yes","No",4.2,351,"Brookefield","Casual Dining","Momos","Chinese, Thai","600","Delivery","Brookefield"
"La-Pizza","Yes","No",3.6,151,"East Bangalore","Delivery","Pasta","Italian, Pizza, Burger","450","Delivery","Brookefield"
"DinePost9","Yes","No",3.8,798,"Marathahalli","Delivery","Chicken Manchurian","North Indian, South Indian, Chinese, Continental","450","Delivery","Brookefield"
"Fish Chain","Yes","No",3.8,78,"Varthur Main Road, Whitefield","Takeaway, Delivery","Biryani","Seafood, BBQ, Biryani","250","Delivery","Brookefield"
"Night Food Joint","Yes","No",2.8,295,"Marathahalli","Delivery","Paratha","North Indian, Chinese","500","Delivery","Brookefield"
"Roti Ghar Ki","Yes","No",4,107,"Whitefield","Quick Bites","Chole","North Indian, Chinese, Biryani","400","Delivery","Brookefield"
"Techies Kitchen","Yes","No",3.6,193,"ITPL Main Road, Whitefield","Delivery","Chicken Biryani","Biryani, North Indian","400","Delivery","Brookefield"
"Imperio Restaurant","Yes","Yes",4.2,767,"Brookefield","Casual Dining","Hyderabadi Biryani","North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages","700","Delivery","Brookefield"
"BITEBOX","Yes","No",4.4,150,"Marathahalli","Quick Bites","Biryani","North Indian, Chinese, Fast Food, Beverages, Desserts","300","Delivery","Brookefield"
"Tandoor Box","Yes","No",3.5,69,"Brookefield","Casual Dining","Dal Makhani","Mughlai, North Indian, Biryani","850","Delivery","Brookefield"
"Eatzgreen","Yes","No",3.8,58,"Marathahalli","Quick Bites","Paratha","Healthy Food, South Indian, Fast Food, North Indian, Beverages","500","Delivery","Brookefield"
"Biryani Day","Yes","No",3.7,751,"Marathahalli","Casual Dining","Tandoori Chicken","North Indian, Chinese, Biryani, Andhra","500","Delivery","Brookefield"
"Cafe Coffee Day","Yes","No",3.6,97,"Marathahalli","Cafe","Coffee","Cafe","650","Delivery","Brookefield"
"Dehati Murgee","Yes","No",4,151,"Whitefield","Quick Bites","Laccha Paratha","North Indian, Mughlai","600","Delivery","Brookefield"
"Refresh","Yes","No",3.6,297,"Whitefield","Quick Bites","Poha","Continental, Chinese, Fast Food, Rolls, Momos","400","Delivery","Brookefield"
"MealsTree","Yes","No",3.6,162,"Marathahalli","Delivery","Chana Daal","North Indian","400","Delivery","Brookefield"
"Treatley","Yes","No",3.3,405,"Whitefield","Delivery","Dal Makhani","North Indian, Fast Food","500","Delivery","Brookefield"
"Game Of Tandoors","Yes","No",3.7,241,"Marathahalli","Quick Bites","Rabri","North Indian, Rolls","400","Delivery","Brookefield"
"Mojo Pizza - 2X Toppings","Yes","No",4.3,200,"ITPL Main Road, Whitefield","Takeaway, Delivery","Chicken Wings","Pizza","600","Delivery","Brookefield"
"Yo! Chow","Yes","Yes",4.4,1777,"Marathahalli","Casual Dining","Noodles","Chinese, Momos","800","Delivery","Brookefield"
"Kanti Sweets","Yes","No",4.2,218,"Brookefield","Sweet Shop","Mysore Pak","Mithai, Street Food","400","Delivery","Brookefield"
"Food Zone","Yes","No",3.4,308,"Marathahalli","Quick Bites","Roti","North Indian, Chinese","300","Delivery","Brookefield"
"Udupi Grand Veg","Yes","No",3,208,"Marathahalli","Quick Bites","Chole","South Indian","450","Delivery","Brookefield"
"Village Restaurant","Yes","No",3.5,338,"Marathahalli","Casual Dining","Naan","Arabian, Chinese, Kerala, North Indian, Biryani","1,000","Delivery","Brookefield"
"The Bahubali","Yes","Yes",3.5,151,"Marathahalli","Casual Dining","Paratha","North Indian, Chinese","800","Delivery","Brookefield"
"Alpha - House of Biryani & Tandoor","Yes","No",3.3,387,"Whitefield","Casual Dining","Raita","Biryani, North Indian, Chinese","800","Delivery","Brookefield"
"Dilli Darbar","Yes","No",3.4,372,"Whitefield","Casual Dining","Thali","North Indian, Chinese, Biryani","500","Delivery","Brookefield"
"McDonald's","Yes","No",3,394,"Brookefield","Quick Bites","Burgers","Burger, Fast Food","500","Delivery","Brookefield"
"Handi Biryani","Yes","No",3.9,84,"Marathahalli","Quick Bites","Dum Biryani","Hyderabadi, Biryani","300","Delivery","Brookefield"
"Food Mood","Yes","No",3.7,52,"Whitefield","Delivery","Liti Chokha","North Indian","350","Delivery","Brookefield"
"InnerChef","Yes","No",3.7,175,"Whitefield","Delivery","Salads","North Indian, Continental","500","Delivery","Brookefield"
"Dock Frost'd","Yes","No",4.6,110,"Marathahalli","Beverage Shop, Dessert Parlor","Kala Jamun","Beverages, Desserts","400","Delivery","Brookefield"
"Tandoori Junction","Yes","No",3.9,81,"Marathahalli","Quick Bites","Tandoori Chicken","North Indian, Chinese, Biryani","400","Delivery","Brookefield"
"Dil Punjabi","Yes","No",2.6,158,"Marathahalli","Quick Bites","Paratha","North Indian","300","Delivery","Brookefield"
"Kerala Tiffin","Yes","No",3.9,162,"Whitefield","Delivery","Appam","Kerala","300","Delivery","Brookefield"
"The Bawarchi","Yes","No",2.6,329,"Marathahalli","Casual Dining","Hyderabadi Biryani","Hyderabadi, North Indian, Chinese, Biryani","700","Delivery","Brookefield"
"Eat Eroo - Bombay Vada Pav","Yes","No",4,306,"Marathahalli","Quick Bites","Dabeli","Street Food","150","Delivery","Brookefield"
"Damodar Seth","Yes","No",3.1,152,"Marathahalli","Casual Dining","Thali","Bengali, Chinese, North Indian","600","Delivery","Brookefield"
"BOX8- Desi Meals","Yes","No",4.2,78,"Whitefield","Takeaway, Delivery","Paratha","North Indian, Mughlai, Fast Food","500","Delivery","Brookefield"
"Ande Ka Funda","Yes","No",3.3,225,"Marathahalli","Quick Bites","Paratha","North Indian, Fast Food, Rolls","250","Delivery","Brookefield"
